Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
02/06/2006 20:00,11451.83333,0.33,5418.3,107.6,0.383,0.088,4.67,1.59,23.6,36.1,5.72,398,,2,,,,
02/07/2006 04:00,11452.16667,0.33,4867.5,54.3,0.412,0.094,4.94,1.443,24.3,37.8,5.81,411,,2,,,,
02/07/2006 12:00,11452.5,0.33,4238.2,88.3,0.374,0.085,5.63,1.275,24.5,43.4,5.81,422,,2,,,,
02/07/2006 20:00,11452.83333,0.33,3677.4,78.4,0.36,0.087,4.86,1.203,25.7,42.4,5.84,433,,2,,,,
02/08/2006 04:00,11453.16667,0.33,3138.8,70.5,0.331,0.093,5.45,1.258,26.1,48.6,5.83,446,,2,,,,
02/08/2006 12:00,11453.5,0.33,2620.4,60.1,0.303,0.094,6,1.224,33.2,54.7,5.87,463,,2,,,,
02/08/2006 20:00,11453.83333,0.33,2155.4,54.1,0.27,0.08,5.02,1.134,26.5,48.4,5.96,485,,2,,,,
02/09/2006 04:00,11454.16667,0.33,1796.8,48,0.249,0.073,7.81,1.19,45.4,72.7,5.98,511,,2,,,,
02/09/2006 12:00,11454.5,0.33,1559.2,41.1,0.215,0.069,5.31,1.018,29,55.6,6.17,538,,2,,,,
02/09/2006 20:00,11454.83333,0.33,1373,35.5,0.189,0.067,5.33,0.775,30,58.8,6.24,559,,2,,,,
02/10/2006 04:00,11455.16667,0.33,1237.1,35.1,0.174,0.064,5.43,0.642,31.8,62,6.31,585,,2,,,,
02/10/2006 12:00,11455.5,0.67,1137.4,28.9,0.156,0.06,5.5,0.7,33.4,65.3,6.32,608,,2,,,,
02/11/2006 12:00,11456.5,1,914.3,21.3,0.118,0.055,7.25,0.671,50.5,92.7,6.24,655,,2,,,,
02/12/2006 12:00,11457.5,0.83,786.7,15.8,0.091,0.045,7.22,0.58,51.4,119.6,6.08,700,,2,,,,
02/13/2006 04:00,11458.16667,0.5,732,13.4,0.083,0.037,5.47,0.523,38.1,93.2,6.23,712,,2,,,,
02/13/2006 12:00,11458.5,0.67,711.2,10.06,0.072,0.034,6.07,0.43,43.6,98.6,6.46,715,,2,,,,
02/14/2006 12:00,11459.5,1,631.6,10.04,0.077,0.037,5.98,0.45,44.6,104.1,5.96,756,,2,,,,
02/15/2006 12:00,11460.5,1,651.5,5.076,0.04,0.031,6.14,0.4,45.7,103.9,5.55,758,,2,,,,
02/16/2006 12:00,11461.5,1,1123.3,24.055,0.099,0.037,6.24,0.53,45.7,96.3,5.16,735,,2,,,,
02/17/2006 12:00,11462.5,0.67,3677.4,171.9,0.504,0.071,5.73,1.66,32.6,58.9,4.96,527,,2,,,,
02/17/2006 20:00,11462.83333,0.33,4286.6,451.46,0.544,0.078,5.44,1.85,28.1,52.8,5.25,474,,2,,,,
02/18/2006 04:00,11463.16667,0.33,4310.8,129.79,0.506,0.08,5.27,1.62,29.7,58.6,5.38,494,,2,,,,
02/18/2006 12:00,11463.5,0.33,3905.8,-9,0.537,0.081,5.48,1.82,30.5,55.5,5.41,482,,2,,,,
02/18/2006 20:00,11463.83333,0.33,3497,203.63,0.634,0.074,5.18,1.9,31.5,52.3,5.45,472,,2,,,,
02/19/2006 04:00,11464.16667,0.33,3030.8,204.25,0.598,0.079,5.18,1.82,30.8,50.3,5.33,456,,2,,,,
02/19/2006 12:00,11464.5,0.33,2485,151.11,0.596,0.077,5.12,1.81,29.3,52.3,5.53,455,,2,,,,
02/19/2006 20:00,11464.83333,0.33,2244.3,187.17,0.564,0.076,5.35,1.68,30.3,54.1,5.61,479,,2,,,,
02/20/2006 04:00,11465.16667,0.33,1904.8,166.38,0.528,0.084,5.36,1.59,29.6,54.1,5.72,493,,2,,,,
02/20/2006 12:00,11465.5,0.33,1559.2,114.91,0.468,0.058,5.23,1.417,29.8,55,5.75,507,,2,,,,
02/20/2006 20:00,11465.83333,0.33,1327.7,134.14,0.392,0.052,5.62,1.248,31.2,58.8,5.72,539,,2,,,,
02/21/2006 04:00,11466.16667,0.33,1109.2,117.17,0.369,0.053,5.47,1.247,31,59.1,5.6,556,,2,,,,
02/21/2006 12:00,11466.5,0.33,976.4,116.01,0.35,0.058,5.57,1.23,32.4,62.5,5.72,569,,2,,,,
02/21/2006 20:00,11466.83333,0.33,890.4,96.982,0.313,0.052,5.64,1.046,33.3,66.9,5.87,580,,2,,,,
02/22/2006 04:00,11467.16667,0.33,819.6,83.498,0.291,0.054,5.73,0.91,33.8,68.9,5.82,597,,2,,,,
02/22/2006 12:00,11467.5,0.67,764.9,72.463,0.262,0.058,5.81,0.928,35.5,73.4,5.98,615,,2,,,,
02/23/2006 12:00,11468.5,1,651.5,45.602,0.16,0.048,5.84,0.72,37.4,82.9,5.9,655,,2,,,,
02/24/2006 12:00,11469.5,1,558.6,26.156,0.121,0.031,5.72,0.628,39,91,5.79,691,,2,,,,
02/25/2006 12:00,11470.5,1,472.9,21.103,0.091,0.032,5.61,0.49,41,98.8,5.49,722,,2,,,,
02/26/2006 12:00,11471.5,0.83,424.7,14.492,0.075,0.03,5.73,0.445,45.1,108.9,5.1,740,,2,,,,
02/27/2006 04:00,11472.16667,0.5,401.7,19.064,0.068,0.026,5.28,0.476,42.7,105.8,4.79,753,,2,,,,
02/27/2006 12:00,11472.5,0.67,386.3,10.6,0.051,0.02,5.07,0.377,41,104.5,4.79,765,,2,,,,
02/28/2006 12:00,11473.5,1,357.4,8,0.041,0.021,4.99,0.342,42.2,105.4,4.21,778,,2,,,,
03/01/2006 12:00,11474.5,1,344,4.8,0.034,0.018,4.82,0.367,43.3,109.6,3.7,788,,3,,,,
03/02/2006 12:00,11475.5,1,337.3,4.6,0.032,0.014,4.83,0.31,47.7,119.8,3.2,816,,3,,,,
03/03/2006 12:00,11476.5,0.67,330.5,5.2,0.027,0.013,4.4,0.286,46.2,125.1,2.85,823,,3,,,,
03/03/2006 20:00,11476.83333,2,323.8,4.5,0.026,0.014,4.29,0.326,46.2,127,2.81,825,,3,,,,
03/07/2006 20:00,11480.83333,2,274.3,3.483,0.003,0.002,3.3,0.47,47.3,117.3,0.67,773,,3,,,,
03/09/2006 12:00,11482.5,1.33,280.2,1.867,-0.005,-0.002,3.27,0.479,51.8,118.8,0.35,797,,3,,,,
03/10/2006 12:00,11483.5,1,330.5,1.414,-0.002,-0.001,3.55,0.491,54.6,115.2,0.23,812,,3,,,,
03/11/2006 12:00,11484.5,0.83,424.7,5.186,0.008,-0.002,3.42,0.493,54.9,121,0.14,810,,3,,,,
03/12/2006 04:00,11485.16667,0.5,558.6,124.7,0.231,0.02,4.23,1.331,56,88.6,1.61,750,,3,,,,
03/12/2006 12:00,11485.5,0.33,842.5,105.69,0.262,0.027,5.43,1.551,44.1,79.9,2.14,705,,3,,,,
03/12/2006 20:00,11485.83333,0.33,1222,164.1,0.322,0.024,6.22,2.016,42.5,72.7,3.21,661,,3,,,,
03/13/2006 04:00,11486.16667,0.33,2719.4,191.05,0.338,0.029,4.93,1.524,38.7,80.1,2.64,653,,3,,,,
03/13/2006 12:00,11486.5,0.33,4738.8,284.01,0.399,0.026,5.21,2.167,39.7,77.4,3.76,600,,3,,,,
03/13/2006 20:00,11486.83333,0.33,5393.2,417.31,0.551,0.055,5.36,2.862,31.8,55.6,4.58,493,,3,,,,
03/14/2006 04:00,11487.16667,0.33,6036.8,395.93,0.675,0.069,5.92,2.896,27.8,43.5,5.05,450,,3,,,,
03/14/2006 12:00,11487.5,0.5,6359,413.79,0.747,0.086,5.99,3.046,25,37.8,5.54,415,,3,,,,
03/15/2006 04:00,11488.16667,0.5,5931.2,314.39,0.642,0.088,5.48,2.688,23.1,36.6,5.69,390,,3,,,,
03/15/2006 12:00,11488.5,0.33,5493.6,230.29,0.512,0.093,5.46,2.415,22,35.6,5.96,399,,3,,,,
03/15/2006 20:00,11488.83333,0.33,4842,194.83,0.473,0.092,4.87,2.289,19.7,32,6.12,401,,3,,,,
03/16/2006 04:00,11489.16667,0.33,3976,159.77,0.51,0.093,5.59,2.101,22.6,38.2,6.23,416,,3,,,,
03/16/2006 12:00,11489.5,0.33,3095.6,138.98,0.38,0.089,5.65,1.932,23.3,41.4,6.32,440,,3,,,,
03/16/2006 20:00,11489.83333,0.33,2352.9,121.84,0.33,0.08,5.73,1.758,24.5,41.6,6.51,464,,3,,,,
03/17/2006 04:00,11490.16667,0.33,1830,100.87,0.298,0.085,5.49,1.745,25.6,47.3,6.34,489,,3,,,,
03/17/2006 12:00,11490.5,0.33,1517,89.719,0.279,0.08,5.43,1.535,26.9,50.1,6.34,516,,3,,,,
03/17/2006 20:00,11490.83333,0.33,1282.4,79.584,0.26,0.074,5.45,1.369,28.4,53.7,6.22,537,,3,,,,
03/18/2006 04:00,11491.16667,0.33,1123.3,62.5,0.198,0.07,5.45,1.325,30.1,58.5,6.33,561,,3,,,,
03/18/2006 12:00,11491.5,0.33,1002.5,50.909,0.208,0.063,5.48,1.179,32.1,64.2,6.2,583,,3,,,,
03/18/2006 20:00,11491.83333,0.33,926.3,43.988,0.196,0.057,5.19,1.043,32.2,66.5,5.97,601,,3,,,,
03/19/2006 04:00,11492.16667,0.33,854.4,40.872,0.167,0.054,5.25,1.052,33.4,69.7,5.79,614,,3,,,,
03/19/2006 12:00,11492.5,0.5,797.7,31.904,0.074,0.052,5.22,0.817,34.7,72.5,5.73,629,,3,,,,
03/20/2006 04:00,11493.16667,0.5,701.2,24.545,0.161,0.044,5.05,0.832,35.4,75.8,5.38,652,,3,,,,
03/20/2006 12:00,11493.5,0.67,661.5,23.386,0.11,0.025,5.07,0.649,37.5,80.7,5.12,660,,3,,,,
03/21/2006 12:00,11494.5,1,576.7,16.32,0.084,0.02,4.84,0.573,38.9,86.2,4.35,688,,3,,,,
03/22/2006 12:00,11495.5,1,514.8,9.399,0.068,0.018,4.66,0.602,40.2,93.5,3.86,717,,3,,,,
03/23/2006 12:00,11496.5,1,456.2,7.619,0.054,0.007,4.27,0.516,41.5,96.8,3.3,725,,3,,,,
03/24/2006 12:00,11497.5,1,417,6.417,0.048,0.002,3.99,0.521,41.8,103.2,2.55,739,,3,,,,
03/25/2006 12:00,11498.5,1,386.3,7.782,0.038,0,3.8,0.487,42.7,106.1,1.81,751,,3,,,,
03/26/2006 12:00,11499.5,0.83,357.4,4.699,0.031,-0.001,3.55,0.483,43.4,107.9,1.13,746,,3,,,,
03/27/2006 04:00,11500.16667,0.5,350.7,5.908,0.027,-0.001,3.45,0.415,43.6,105.5,0.77,749,,3,,,,
03/27/2006 12:00,11500.5,0.67,337.3,2.9,0.02,-0.002,3.35,0.376,41.6,108.4,0.94,749,,3,,,,
03/28/2006 12:00,11501.5,1,317.1,7.9,0.063,-0.003,3.27,0.53,42,110.5,0.57,760,,3,,,,
03/29/2006 12:00,11502.5,1,310.3,5.9,0.061,-0.004,3.18,0.446,43.8,119.8,0.47,755,,3,,,,
03/30/2006 12:00,11503.5,1,297.7,5.8,0.059,-0.005,2.84,0.412,43.6,122.6,0.42,778,,3,,,,
03/31/2006 12:00,11504.5,1,291.9,6.4,0.06,0.003,2.66,0.492,43.5,121.9,0.33,750,,3,,,,
04/01/2006 12:00,11505.5,1,357.4,19,0.082,0,4.74,0.646,46.1,95.5,1.26,740,,4,,,,
04/02/2006 12:00,11506.5,0.83,337.3,9.7,0.072,-0.002,4.15,0.58,46.3,104.4,0.97,759,,4,,,,
04/03/2006 04:00,11507.16667,0.5,394,32.6,0.096,0.001,5.14,0.797,46.3,94.3,1.74,762,,4,,,,
04/03/2006 12:00,11507.5,0.67,523.2,26.018,0.153,-0.004,5.2,0.66,45.7,91.4,1.65,744,,4,,,,
04/04/2006 12:00,11508.5,1,1109.2,41.322,0.165,-0.002,3.97,0.781,43.3,114,1.3,760,,4,,,,
04/05/2006 12:00,11509.5,1,842.5,33.661,0.159,0.001,4.32,0.819,43,98,1.66,715,,4,,,,
04/06/2006 12:00,11510.5,1,711.2,34.285,0.158,-0.001,4.6,0.764,42.2,93.1,2.04,691,,4,,,,
04/07/2006 12:00,11511.5,1,612.7,18.2,0.139,-0.003,-9,0.692,-9,-9,1.65,721,,4,,,,
04/08/2006 12:00,11512.5,1,842.5,29.6,0.143,-0.003,4.4,0.737,43.7,89.6,1.77,703,,4,,,,
04/09/2006 12:00,11513.5,0.67,1252.2,36.898,0.154,-0.002,3.88,0.764,41.3,87.6,2.3,673,,4,,,,
04/09/2006 20:00,11513.83333,0.33,1151.5,47.619,0.241,0,3.96,0.723,39.9,84.5,2.14,663,,4,,,,
04/10/2006 04:00,11514.16667,0.33,1095.1,44.692,0.227,-0.002,4.11,1.373,41.1,87.3,2.18,664,,4,,,,
04/10/2006 12:00,11514.5,0.67,1015.6,44.79,0.093,-0.003,4.05,0.832,40.6,87.1,2.44,670,,4,,,,
04/11/2006 12:00,11515.5,1,721.1,31.607,0.085,-0.006,4.45,0.804,38.4,86.1,2.74,661,,4,,,,
04/12/2006 12:00,11516.5,1,567.6,15.169,0.074,-0.006,4.35,0.815,38.3,87.6,2.39,670,,4,,,,
04/13/2006 12:00,11517.5,1,498.1,12.95,0.061,-0.006,3.64,0.671,38.5,86.7,1.11,682,,4,,,,
04/14/2006 12:00,11518.5,1,447.8,11.299,0.059,-0.004,3.64,0.699,39.8,87.7,0.79,677,,4,,,,
04/15/2006 12:00,11519.5,1,456.2,12.716,0.065,-0.005,3.32,0.822,40.6,93.2,0.31,692,,4,,,,
04/16/2006 12:00,11520.5,0.83,641.6,33.444,0.092,-0.006,2.86,0.834,40,103.8,0.27,691,,4,,,,
04/17/2006 04:00,11521.16667,0.5,797.7,73.062,0.116,-0.005,2.66,1.078,39.4,109.7,0.3,728,,4,,,,
04/17/2006 12:00,11521.5,0.67,890.4,58.296,0.127,0.001,3.4,1.034,37.5,101.9,0.5,698,,4,,,,
04/18/2006 12:00,11522.5,1,1109.2,59.288,0.132,-0.001,2.62,0.884,39.8,108.5,0.77,718,,4,,,,
04/19/2006 12:00,11523.5,0.67,1373,131.72,0.268,0.015,3.5,1.294,32.3,76.9,2.63,605,,4,,,,
04/19/2006 20:00,11523.83333,0.33,1252.2,141.43,0.292,0.026,4.13,1.394,29.8,75,3.18,571,,4,,,,
04/20/2006 04:00,11524.16667,0.33,1095.1,147.2,0.334,0.039,4.61,1.729,26.1,65.7,3.44,531,,4,,,,
04/20/2006 12:00,11524.5,0.33,938.2,127.55,0.327,0.039,5.16,1.805,25.7,62.7,3.91,523,,4,,,,
04/20/2006 20:00,11524.83333,0.33,808.6,117.59,0.318,0.043,5.68,1.61,26.3,62.9,4.36,525,,4,,,,
04/21/2006 04:00,11525.16667,0.33,711.2,98.654,0.279,0.042,5.73,1.504,26.6,65.3,4.11,545,,4,,,,
04/21/2006 12:00,11525.5,0.33,631.6,71.428,0.224,0.043,5.51,1.38,28.6,70.8,4.26,564,,4,,,,
04/21/2006 20:00,11525.83333,0.33,576.7,86.823,0.228,0.036,4.95,1.522,29.1,71.3,3.89,573,,4,,,,
04/22/2006 04:00,11526.16667,0.33,651.5,61.338,0.204,0.039,4.37,1.435,30.9,71.4,3.32,597,,4,,,,
04/22/2006 12:00,11526.5,0.67,711.2,50.632,0.156,0.038,4.37,0.976,33.9,79.6,3.23,628,,4,,,,
04/23/2006 12:00,11527.5,0.83,531.6,45.689,0.142,0.036,4.27,0.885,33.3,80,2.88,641,,4,,,,
04/24/2006 04:00,11528.16667,0.5,472.9,45.036,0.142,0.025,4.15,0.805,34.1,83.4,1.86,660,,4,,,,
04/24/2006 12:00,11528.5,0.67,481.3,28.885,0.131,0.011,3.99,0.769,34.9,87.1,1.92,671,,4,,,,
04/25/2006 12:00,11529.5,1,481.3,25.367,0.127,0.009,3.5,0.82,36.5,92.5,1.49,693,,4,,,,
04/26/2006 12:00,11530.5,1,409.4,17.289,0.107,0.006,2.89,0.729,38.2,99.6,1.26,720,,4,,,,
04/27/2006 12:00,11531.5,1,378.6,17.431,0.099,0.006,2.81,0.754,40.9,102.6,0.89,728,,4,,,,
04/28/2006 12:00,11532.5,1,350.7,16.9,0.094,0.003,-9,0.72,-9,-9,0.36,749,,4,,,,
04/29/2006 12:00,11533.5,1,317.1,15.492,0.091,0.001,2.01,0.731,47.2,106.6,0.18,758,,4,,,,
04/30/2006 12:00,11534.5,0.83,291.9,16.144,0.093,-0.004,1.82,0.788,45.9,108.5,0.08,738,,4,,,,
05/01/2006 04:00,11535.16667,0.5,274.3,23.233,0.096,-0.004,2,0.724,44.5,109,0.13,762,,5,,,,
05/01/2006 12:00,11535.5,0.67,268.4,15.352,0.066,0.004,2.06,0.995,49.5,121.3,-0.03,753,,5,,,,
05/02/2006 12:00,11536.5,1,256.7,22.821,0.084,0,2,1.067,50.9,118.1,0.28,768,,5,,,,
05/03/2006 12:00,11537.5,1,268.4,24.143,0.075,0.002,2.07,0.935,51.8,128.2,0.37,779,,5,,,,
05/04/2006 12:00,11538.5,1,262.6,27.093,0.087,0,1.71,0.984,50.4,126.1,0.21,793,,5,,,,
05/05/2006 12:00,11539.5,1,250.9,33.621,0.096,-0.001,1.41,0.983,50.1,124.8,0.26,772,,5,,,,
05/06/2006 12:00,11540.5,1.33,228.6,25.15,0.097,-0.001,1.2,1.214,52.4,131.1,0.26,782,,5,,,,
05/08/2006 04:00,11542.16667,1,206.8,28.648,0.096,-0.001,1.1,1.17,51.8,138.3,0.2,818,,5,,,,
05/08/2006 12:00,11542.5,0.67,201.3,27.941,0.103,0.006,1,0.979,49.5,133.1,0.18,830,,5,,,,
05/09/2006 12:00,11543.5,1,190.4,29.77,0.112,0.01,1,1.045,49.2,129.7,0.09,825,,5,,,,
05/10/2006 12:00,11544.5,1,176.8,28.784,0.095,0.01,0.92,0.883,50.6,140.3,0.2,829,,5,,,,
05/11/2006 12:00,11545.5,0.67,274.3,89.443,0.177,0.006,1.19,1.241,53.3,120.4,0.77,811,,5,,,,
05/11/2006 20:00,11545.83333,0.33,447.8,127.55,0.292,0.042,11.59,2.407,44.6,70.1,4.83,700,,5,,,,
05/12/2006 04:00,11546.16667,0.33,506.5,188.96,0.36,0.037,10.15,2.6,29.4,50.6,5.46,697,,5,,,,
05/12/2006 12:00,11546.5,0.33,514.8,65.402,0.218,0.042,11.27,1.722,44,70.6,5.22,734,,5,,,,
05/12/2006 20:00,11546.83333,0.33,489.7,53.159,0.177,0.045,10.26,1.546,43.4,74.1,5.27,721,,5,,,,
05/13/2006 04:00,11547.16667,0.33,523.2,43.478,0.181,0.047,10.36,1.181,44.6,76.9,5.31,730,,5,,,,
05/13/2006 12:00,11547.5,0.33,531.6,40.363,0.167,0.05,11.43,1.203,45.4,78.1,5.51,745,,5,,,,
05/13/2006 20:00,11547.83333,0.33,558.6,51.451,0.186,0.057,11.66,1.74,41,70.7,5.59,716,,5,,,,
05/14/2006 04:00,11548.16667,0.33,786.7,92.131,0.281,0.091,13.87,3.499,37.9,67.8,5.95,691,,5,,,,
05/14/2006 12:00,11548.5,0.61,1342.8,187.73,0.443,0.084,10.47,2.111,27.5,52.9,6.59,670,,5,,,,
05/15/2006 09:18,11549.3875,0.67,3564.5,167.12,0.442,0.108,12.74,2.324,30.6,63.1,6.18,639,,5,,,,
05/15/2006 20:00,11549.83333,0.39,4790.4,179.05,0.436,0.11,16.23,2.933,29.4,47.9,7.15,582,,5,,,,
05/16/2006 04:00,11550.16667,0.33,5800.4,170.58,0.43,0.116,16.52,2.629,28.8,46.6,7.23,563,,5,,,,
05/16/2006 12:00,11550.5,0.33,6745.6,175.62,0.442,0.119,16.49,2.965,26.9,41.4,7.51,535,,5,,,,
05/16/2006 20:00,11550.83333,0.33,7076,152.33,0.427,0.134,16.4,2.659,26.4,40.5,7.79,529,,5,,,,
05/17/2006 04:00,11551.16667,0.33,6689.2,141.09,0.399,0.126,16.98,2.445,26.9,40.3,7.86,538,,5,,,,
05/17/2006 12:00,11551.5,0.33,5957.6,127.79,0.35,0.121,17.16,2.993,27,39.9,7.78,550,,5,,,,
05/17/2006 20:00,11551.83333,0.33,5443.4,127.04,-9,0.11,17.36,2.612,27.8,41.6,7.77,561,,5,,,,
05/18/2006 04:00,11552.16667,0.33,4893,123.48,0.339,0.102,17.42,2.565,28.4,44,8.05,566,,5,,,,
05/18/2006 12:00,11552.5,0.33,4262.4,118.38,0.272,0.109,17.33,2.364,28.6,44.5,8.06,570,,5,,,,
05/18/2006 20:00,11552.83333,0.33,3745.5,111.98,0.325,0.107,17.09,2.339,28.7,45.4,8,568,,5,,,,
05/19/2006 04:00,11553.16667,0.33,3339.5,101.61,0.299,0.098,16.46,1.959,29,47.2,8.02,576,,5,,,,
05/19/2006 12:00,11553.5,0.33,3009.2,94.24,0.227,0.085,15.47,1.769,28.7,48.7,7.91,586,,5,,,,
05/19/2006 20:00,11553.83333,0.33,2699.6,87.708,0.274,0.095,14.93,1.568,29.2,51.3,7.96,594,,5,,,,
05/20/2006 04:00,11554.16667,0.33,2523,85.952,0.262,0.089,14.46,1.768,29.9,52.8,7.98,599,,5,,,,
05/20/2006 12:00,11554.5,0.67,2466,83.981,0.252,0.086,14.11,1.702,29.8,53.7,7.85,603,,5,,,,
05/21/2006 12:00,11555.5,0.83,1942.2,127.33,0.298,0.067,12.44,1.404,29.9,54.7,7.57,596,,5,,,,
05/22/2006 04:00,11556.16667,0.5,1485,91.201,0.25,0.069,12.44,1.47,31.1,60.1,7.64,612,,5,,,,
05/22/2006 12:00,11556.5,0.33,1282.4,83.752,0.218,0.076,12.07,0.988,32,61.4,7.77,620,,5,,,,
05/22/2006 20:00,11556.83333,0.33,1095.1,71.09,0.169,0.072,11.95,1.315,32.4,63.5,7.63,629,,5,,,,
05/23/2006 04:00,11557.16667,0.33,950.2,64.885,0.166,0.071,11.77,1.302,33.1,64.1,7.57,638,,5,,,,
05/23/2006 12:00,11557.5,0.67,842.5,60.899,0.199,0.068,11.23,1.43,33.5,64.5,7.37,645,,5,,,,
05/24/2006 12:00,11558.5,1,621.7,47.522,0.164,0.067,10.37,1.063,35.3,70.4,7.07,669,,5,,,,
05/25/2006 12:00,11559.5,0.67,576.7,46.642,0.152,0.059,9.45,1.015,36.3,74.7,6.58,685,,5,,,,
05/25/2006 20:00,11559.83333,0.33,691.3,162.76,0.298,0.092,8.68,1.786,34.9,63.1,5.68,641,,5,,,,
05/26/2006 04:00,11560.16667,0.33,1081,457.22,0.758,0.119,8.55,3.001,28.5,48.1,5.02,553,,5,,,,
05/26/2006 12:00,11560.5,0.33,2068.9,417.96,0.728,0.117,9.55,2.465,25.5,46.5,5.87,543,,5,,,,
05/26/2006 20:00,11560.83333,0.33,3474.5,393.33,0.754,0.123,10.11,2.616,21.2,37.4,6.24,470,,5,,,,
05/27/2006 04:00,11561.16667,0.33,5071.5,271.82,0.643,0.11,10.61,2.577,19.5,36.6,6.91,461,,5,,,,
05/27/2006 12:00,11561.5,0.33,5957.6,309.48,0.671,0.11,9.74,2.181,18,33.3,6.82,431,,5,,,,
05/27/2006 20:00,11561.83333,0.33,6063.2,369.15,0.737,0.108,9.86,3.474,17.9,33.5,7.03,439,,5,,,,
05/28/2006 04:00,11562.16667,0.33,5170.8,317.94,0.688,0.112,10.12,3.142,20.4,41.4,7.34,480,,5,,,,
05/28/2006 12:00,11562.5,0.33,4509.3,281.15,0.571,0.108,10.3,2.626,22.7,42.9,7.06,507,,5,,,,
05/28/2006 20:00,11562.83333,0.33,3976,285.41,0.59,0.108,10.71,2.693,20.6,38,6.95,485,,5,,,,
05/29/2006 04:00,11563.16667,0.33,3384.5,244.2,0.529,0.111,11.14,2.098,21.1,38.5,7.3,487,,5,,,,
05/29/2006 12:00,11563.5,0.33,2719.4,236.05,0.52,0.086,10.76,1.896,19,37.7,8.02,502,,5,,,,
05/29/2006 20:00,11563.83333,0.33,2138.1,191.48,0.452,0.084,10.39,1.542,19.6,40.1,7.88,514,,5,,,,
05/30/2006 04:00,11564.16667,0.33,1650.9,109.16,0.364,0.086,10.15,1.356,21.2,43.3,7.85,538,,5,,,,
05/30/2006 12:00,11564.5,0.67,1342.8,108.1,0.322,0.093,10.15,1.282,22.4,45.3,7.96,558,,5,,,,
05/31/2006 12:00,11565.5,1,1165.6,96.188,0.246,0.084,9.54,1.081,27,55.1,8.23,648,,5,,,,
06/01/2006 12:00,11566.5,0.67,775.8,192.3,0.442,0.092,8.14,1.657,21.8,46.8,7.24,546,,6,,,,
06/01/2006 20:00,11566.83333,0.33,890.4,168.27,0.426,0.095,8.04,1.578,23.6,49,7.34,577,,6,,,,
06/02/2006 04:00,11567.16667,0.33,842.5,350.53,0.642,0.094,7.16,1.877,21.1,46.5,7.33,527,,6,,,,
06/02/2006 12:00,11567.5,0.33,842.5,228.15,0.568,0.098,7.27,2.15,20.9,47.8,6.98,537,,6,,,,
06/02/2006 20:00,11567.83333,0.33,1002.5,150.33,0.372,0.102,7.19,1.458,23.6,56,7.38,587,,6,,,,
06/03/2006 04:00,11568.16667,0.33,1373,137.12,0.336,0.09,7.18,1.328,24.3,63.1,7.52,618,,6,,,,
06/03/2006 12:00,11568.5,0.33,2034.3,163.26,0.349,0.09,7.06,1.374,24.9,73.2,7.7,650,,6,,,,
06/03/2006 20:00,11568.83333,0.33,2679.8,352.44,0.612,0.082,7.7,2.111,23.5,61.4,6.85,585,,6,,,,
06/04/2006 04:00,11569.16667,0.33,2719.4,310.17,0.572,0.081,9.17,2.011,19.6,43.8,7.18,496,,6,,,,
06/04/2006 12:00,11569.5,0.33,2640.2,253.35,0.52,0.083,10.27,2.162,18.1,40,7.39,478,,6,,,,
06/04/2006 20:00,11569.83333,0.33,2620.4,223.85,0.497,0.083,10.11,2.094,18.7,40.8,7.47,491,,6,,,,
06/05/2006 04:00,11570.16667,0.33,2580.8,188.92,0.432,0.094,9.69,1.627,19.3,39.6,7.63,497,,6,,,,
06/05/2006 12:00,11570.5,0.33,2542,201.76,0.326,0.102,9.36,1.86,20.3,41.5,7.98,498,,6,,,,
06/05/2006 20:00,11570.83333,0.33,2561,202.56,0.408,0.103,9.25,1.608,19.1,40.5,7.59,478,,6,,,,
06/06/2006 04:00,11571.16667,0.33,2542,204.58,0.419,0.106,9.29,1.577,17.9,38.3,7.57,460,,6,,,,
06/06/2006 12:00,11571.5,0.33,2447,185.39,0.353,0.106,9.65,1.533,17.8,36.8,7.82,459,,6,,,,
06/06/2006 20:00,11571.83333,0.33,2244.3,163.26,0.386,0.112,10.07,1.75,17.9,37.6,8.14,462,,6,,,,
06/07/2006 04:00,11572.16667,0.33,1886.1,133.03,0.34,0.109,9.78,1.435,18,39.6,8.03,477,,6,,,,
06/07/2006 12:00,11572.5,0.67,1469,119.1,0.305,0.11,9.67,1.47,19,41.8,8.13,493,,6,,,,
06/08/2006 12:00,11573.5,1,764.9,79.979,0.236,0.102,8.59,1.232,22.6,48.5,7.9,541,,6,,,,
06/09/2006 12:00,11574.5,0.67,1650.9,139.59,0.304,0.092,7.52,1.235,24,65.1,7.93,602,,6,,,,
06/09/2006 20:00,11574.83333,0.33,1680.6,510.51,0.712,0.074,5.26,2.368,16.5,44,5.61,429,,6,,,,
06/10/2006 04:00,11575.16667,0.33,1886.1,449.4,0.679,0.095,5.49,1.754,17.2,45.2,5.57,439,,6,,,,
06/10/2006 12:00,11575.5,0.33,1763.6,361.81,0.604,0.096,5.7,1.97,18.4,47.2,5.88,461,,6,,,,
06/10/2006 20:00,11575.83333,0.33,1697.2,443.25,0.696,0.09,6.48,2.472,17.4,41.9,5.54,431,,6,,,,
