Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ¦Ìmho","Future, NA",Month
6/22/2018 12:00,,0.67,312.2,63.400,0.168,0.053,2.84,0.937,22.5,27.2,8.45,559,,6
6/22/2018 20:00,,0.33,359.8,69.600,0.183,0.051,2.46,0.950,21.3,25.5,8.55,549,,6
6/23/2018 04:00,,0.33,546.0,150.500,0.336,0.076,4.00,1.330,22.0,23.5,7.70,519,,6
6/23/2018 12:00,,0.33,636.5,259.700,0.537,0.098,6.21,1.808,19.4,20.3,7.42,479,,6
6/23/2018 20:00,,0.33,684.5,130.300,0.373,0.088,7.66,1.887,21.7,23.9,8.48,524,,6
6/24/2018 04:00,,0.33,731.2,169.500,0.410,0.089,10.37,2.380,20.2,23.3,8.46,525,,6
6/24/2018 12:00,,0.33,752.0,127.200,0.345,0.090,9.91,1.946,20.4,23.6,9.03,540,,6
6/24/2018 20:00,,0.33,750.4,97.500,0.272,0.077,9.35,1.672,20.8,24.3,8.79,542,,6
6/25/2018 04:00,,0.31,729.6,88.800,0.242,0.067,8.34,1.666,20.5,23.6,9.03,538,,6
6/25/2018 10:58,,0.17,692.2,70.300,0.209,0.068,7.84,1.213,22.4,25.2,9.22,563,,6
6/25/2018 12:00,,0.52,684.5,66.400,0.229,0.061,7.25,1.209,22.4,26.7,8.58,571,,6
6/26/2018 12:00,,1.00,448.5,62.200,0.166,0.046,5.37,1.108,24.1,29.9,8.85,615,,6
6/27/2018 12:00,,1.00,306.6,58.900,0.139,0.041,3.89,0.525,24.9,32.4,8.93,641,,6
6/28/2018 12:00,,1.00,246.0,51.400,0.134,0.034,3.18,0.956,24.9,33.9,8.71,654,,6
6/29/2018 12:00,,1.00,196.0,52.400,0.143,0.039,2.70,0.943,26.1,35.9,8.72,665,,6
6/30/2018 12:00,,1.00,165.0,48.100,0.146,0.048,2.25,0.874,26.5,36.1,8.86,669,,6
7/1/2018 12:00,,0.83,139.8,64.400,0.169,0.059,2.02,0.898,28.0,36.3,8.83,673,,7
7/2/2018 04:00,,0.49,123.0,34.200,0.138,0.057,1.72,0.840,27.2,35.7,8.87,672,,7
7/2/2018 11:40,,0.17,116.6,37.100,0.130,0.060,1.64,0.774,27.3,36.0,8.89,671,,7
7/2/2018 12:00,,0.51,116.6,61.849,0.164,0.057,1.80,0.903,27.5,36.9,9.13,668,,7
7/3/2018 12:00,,1.00,102.0,53.450,0.153,0.062,1.66,0.860,28.9,38.8,9.17,681,,7
7/4/2018 12:00,,1.00,110.1,56.010,0.169,0.069,1.61,0.916,28.6,40.1,8.96,672,,7
7/5/2018 12:00,,1.00,125.8,48.064,0.158,0.068,1.82,0.848,35.2,42.3,8.60,684,,7
7/6/2018 12:00,,1.00,95.0,52.329,0.193,0.052,1.82,1.067,28.0,40.8,8.26,632,,7
7/7/2018 12:00,,1.00,75.5,56.578,0.183,0.064,1.40,0.999,29.3,41.0,8.53,662,,7
7/8/2018 12:00,,0.83,68.4,57.577,0.184,0.060,1.14,0.910,29.6,42.6,8.25,676,,7
7/9/2018 04:00,,0.48,66.6,54.507,0.181,0.033,0.94,0.829,31.5,43.0,7.83,678,,7
7/9/2018 11:13,,0.17,66.6,59.143,0.234,0.021,0.78,0.878,30.7,43.3,7.72,676,,7
7/9/2018 12:00,,0.52,66.0,57.463,0.220,0.030,0.67,1.219,30.6,42.9,7.23,681,,7
7/10/2018 12:00,,1.00,63.0,57.336,0.187,0.051,0.68,0.895,31.1,43.7,6.42,684,,7
7/11/2018 12:00,,1.00,59.0,56.930,0.181,0.061,0.60,0.784,32.1,44.4,6.05,675,,7
7/12/2018 12:00,,1.00,54.5,55.134,0.177,0.065,0.49,0.891,33.1,44.0,5.46,675,,7
7/13/2018 12:00,,1.00,53.0,56.818,0.180,0.068,0.47,0.799,33.5,45.4,4.93,691,,7
7/14/2018 12:00,,1.00,51.6,46.645,0.179,0.068,0.37,0.753,34.0,46.1,4.73,695,,7
7/15/2018 12:00,,0.83,50.4,51.841,0.169,0.075,0.34,0.715,34.8,47.3,4.70,692,,7
7/16/2018 04:00,,0.49,50.4,40.245,0.163,0.079,0.29,0.737,34.2,47.7,4.63,686,,7
7/16/2018 11:43,,0.17,50.4,36.103,0.170,0.078,0.26,0.635,35.1,48.3,4.57,690,,7
7/16/2018 12:00,,0.51,50.4,52.300,0.179,0.082,0.41,0.712,35.1,47.2,4.76,688,,7
7/17/2018 12:00,,1.00,48.8,47.000,0.202,0.045,0.15,0.711,35.6,48.3,4.71,682,,7
7/18/2018 12:00,,1.00,49.6,48.100,0.189,0.058,0.25,0.753,35.7,48.2,4.74,687,,7
7/19/2018 12:00,,1.00,48.0,56.300,0.194,0.077,0.30,0.675,35.4,48.9,4.83,682,,7
7/20/2018 12:00,,1.00,47.5,56.400,0.204,0.076,0.30,0.806,35.5,48.0,4.87,691,,7
7/21/2018 12:00,,0.67,51.6,51.700,0.193,0.082,0.31,1.795,34.1,47.7,4.97,681,,7
7/21/2018 20:00,,0.33,60.6,81.400,0.232,0.089,0.45,0.900,32.0,41.5,4.75,611,,7
7/22/2018 04:00,,0.33,63.0,63.600,0.224,0.089,0.50,0.536,39.3,43.8,4.77,659,,7
7/22/2018 12:00,,0.50,74.0,62.900,0.229,0.085,0.70,0.872,39.3,48.3,5.38,670,,7
7/23/2018 04:00,,0.50,80.0,69.500,0.302,0.194,0.76,1.278,35.6,41.9,5.04,602,,7
7/23/2018 12:00,,0.17,77.6,52.518,0.188,0.066,0.52,0.818,32.1,47.0,4.89,633,,7
7/23/2018 12:05,,0.50,77.6,51.700,0.153,0.073,0.67,0.697,32.7,48.3,5.00,633,,7
7/24/2018 12:00,,1.00,72.0,62.082,0.195,0.068,0.54,0.844,36.3,48.1,5.85,661,,7
7/25/2018 12:00,,1.00,58.6,64.446,0.207,0.062,0.73,0.915,31.4,45.3,5.99,611,,7
7/26/2018 12:00,,1.00,51.6,73.267,0.222,0.065,0.61,0.814,33.6,47.4,6.18,642,,7
7/27/2018 12:00,,1.00,48.4,58.389,0.202,0.077,0.52,0.749,35.3,47.1,6.20,661,,7
7/28/2018 12:00,,1.00,47.0,60.917,0.222,0.073,0.45,0.784,37.2,48.1,6.18,680,,7
7/29/2018 12:00,,0.83,44.5,57.312,0.204,0.077,0.42,0.718,37.8,48.3,6.04,691,,7
7/30/2018 04:00,,0.48,45.0,63.345,0.218,0.085,0.39,0.747,38.1,47.6,6.02,702,,7
7/30/2018 11:13,,0.17,45.5,61.842,0.209,0.078,0.44,0.749,39.6,49.8,5.98,701,,7
7/30/2018 12:00,,0.52,45.5,55.700,0.189,0.085,0.36,0.807,39.4,56.8,6.04,704,,7
7/31/2018 12:00,,1.00,44.5,53.200,0.192,0.085,0.30,0.807,37.3,56.9,5.88,700,,7
8/1/2018 12:00,,1.00,76.5,95.000,0.278,0.106,1.00,1.082,32.9,67.0,6.34,649,,8
8/2/2018 12:00,,1.00,104.4,52.600,0.181,0.079,0.46,0.731,32.7,55.3,5.86,644,,8
8/3/2018 12:00,,1.00,69.0,55.400,0.170,0.067,0.62,0.730,31.1,49.0,5.71,577,,8
8/4/2018 12:00,,1.00,55.5,55.300,0.193,0.075,2.01,0.862,31.4,50.2,6.65,603,,8
8/5/2018 12:00,,0.83,50.4,54.100,0.185,0.075,1.29,0.823,32.2,54.7,7.14,630,,8
8/6/2018 04:00,,0.48,49.6,44.300,0.178,0.084,1.03,0.728,37.4,61.0,7.08,651,,8
8/6/2018 10:52,,0.17,49.2,45.600,0.188,0.087,0.83,0.711,35.7,57.6,7.10,663,,8
8/6/2018 12:00,,0.52,49.2,39.943,0.178,0.060,1.58,0.641,36.9,42.6,8.48,664,,8
8/7/2018 12:00,,0.67,143.4,74.656,0.257,0.092,0.87,0.749,36.3,46.4,6.33,646,,8
8/7/2018 20:00,,0.33,505.0,207.450,0.487,0.139,2.69,1.510,13.0,15.3,4.68,287,,8
8/8/2018 04:00,,0.33,638.0,119.490,0.408,0.154,2.44,1.367,16.9,27.8,5.98,365,,8
8/8/2018 12:00,,0.33,662.0,105.760,0.348,0.103,2.54,1.318,17.5,27.6,5.87,374,,8
8/8/2018 20:00,,0.33,663.5,102.940,0.339,0.098,3.25,1.371,16.3,24.9,6.25,367,,8
8/9/2018 04:00,,0.33,597.0,69.697,0.315,0.164,3.57,1.237,19.1,26.0,7.17,405,,8
8/9/2018 12:00,,0.67,456.0,66.079,0.297,0.162,3.32,1.393,20.6,28.9,7.39,435,,8
8/10/2018 12:00,,1.00,161.0,63.263,0.242,0.078,2.51,1.160,26.2,35.9,8.30,531,,8
8/11/2018 12:00,,1.00,89.6,80.221,0.239,0.064,2.08,1.061,27.4,37.9,8.24,562,,8
8/12/2018 12:00,,0.98,69.6,181.500,0.344,0.055,1.76,1.279,29.1,39.1,8.65,592,,8
8/13/2018 11:15,,1.00,84.2,70.796,0.201,0.080,1.05,0.939,35.9,49.8,6.90,636,,8
8/21/2018 12:00,,0.33,127.2,78.674,0.271,0.106,1.44,1.100,27.6,35.0,9.01,573,,8
8/21/2018 20:00,,0.33,174.8,75.247,0.293,0.121,1.84,1.085,30.1,36.1,9.13,569,,8
8/22/2018 04:00,,0.33,281.8,54.924,0.204,0.078,1.75,1.031,28.7,42.1,8.96,592,,8
8/22/2018 12:00,,0.33,350.2,78.370,0.294,0.114,2.21,1.159,26.4,31.1,9.94,545,,8
8/22/2018 20:00,,0.33,338.6,75.714,0.252,0.092,2.49,1.257,21.9,31.4,9.04,513,,8
8/23/2018 04:00,,0.33,286.6,49.505,0.222,0.066,2.67,1.104,24.0,30.3,9.08,523,,8
8/23/2018 12:00,,0.33,233.8,52.154,0.210,0.066,2.67,1.117,25.6,31.3,9.24,548,,8
8/23/2018 20:00,,0.33,182.5,72.681,0.223,0.068,2.96,1.093,26.9,36.2,9.60,573,,8
8/24/2018 04:00,,0.33,142.5,52.314,0.194,0.073,2.63,0.943,28.0,36.6,9.85,602,,8
8/24/2018 12:00,,0.67,114.3,64.182,0.196,0.073,2.26,0.828,29.0,38.1,9.77,621,,8
8/25/2018 12:00,,1.00,90.8,125.690,0.234,0.070,1.64,0.984,28.0,35.9,8.99,589,,8
8/26/2018 12:00,,0.83,93.2,90.548,0.274,0.114,1.64,1.143,37.4,39.7,8.94,651,,8
8/27/2018 04:00,,0.44,81.8,71.289,0.191,0.075,1.43,0.795,34.2,40.3,9.07,664,,8
8/27/2018 09:02,,0.17,78.8,43.895,0.166,0.063,2.24,0.732,36.5,44.1,9.12,675,,8
8/27/2018 12:00,,0.56,77.0,52.190,0.162,0.064,1.50,0.817,34.8,42.2,8.95,670,,8
8/28/2018 12:00,,1.00,66.6,61.688,0.176,0.063,1.36,0.836,34.2,41.7,8.70,674,,8
8/29/2018 12:00,,1.00,58.2,64.796,0.181,0.064,1.21,0.812,34.4,44.1,8.77,683,,8
8/30/2018 12:00,,1.00,51.2,67.752,0.205,0.080,1.06,0.818,37.4,46.1,8.70,696,,8
8/31/2018 12:00,,1.00,47.5,61.589,0.186,0.063,0.83,0.870,35.5,44.8,8.05,696,,8
9/1/2018 12:00,,1.00,44.5,52.851,0.171,0.056,0.68,0.692,35.3,45.1,7.91,705,,9
9/2/2018 12:00,,0.83,42.7,58.035,0.170,0.059,0.61,0.761,36.3,46.4,7.68,711,,9
9/3/2018 04:00,,0.45,45.0,64.495,0.177,0.049,0.62,0.810,37.8,46.8,7.57,712,,9
9/3/2018 09:30,,0.17,45.5,36.560,0.142,0.059,0.58,0.675,38.2,47.3,7.53,712,,9
9/3/2018 12:00,,0.55,45.5,48.826,0.151,0.050,0.45,0.554,36.5,47.1,7.75,712,,9
9/4/2018 12:00,,1.00,43.5,54.945,0.158,0.055,0.39,0.598,35.3,47.4,7.78,709,,9
9/5/2018 12:00,,1.00,48.0,40.973,0.174,0.059,0.23,0.702,59.4,48.3,7.62,785,,9
9/6/2018 12:00,,1.00,47.0,46.710,0.203,0.086,0.22,0.769,62.2,48.5,8.14,792,,9
9/7/2018 12:00,,1.00,49.6,74.428,0.248,0.076,0.25,0.876,61.3,46.0,8.54,803,,9
9/8/2018 12:00,,1.00,45.5,49.673,0.210,0.081,0.29,0.776,57.0,46.0,9.09,781,,9
9/9/2018 12:00,,0.83,48.0,46.854,0.181,0.072,0.43,0.664,48.2,43.8,9.41,746,,9
9/10/2018 04:00,,0.49,48.4,41.749,0.177,0.075,0.41,0.641,47.4,42.2,9.33,744,,9
9/10/2018 11:30,,0.67,48.0,24.188,0.154,0.073,0.45,0.554,51.0,43.8,9.80,748,,9
9/11/2018 12:00,,1.01,46.0,35.514,0.162,0.078,0.52,0.604,45.2,47.7,10.29,733,,9
9/12/2018 12:00,,1.00,44.0,39.268,0.170,0.079,0.60,0.597,44.6,47.0,10.53,731,,9
9/13/2018 12:00,,1.00,41.8,35.226,0.147,0.068,0.55,0.606,42.8,47.7,10.31,723,,9
9/14/2018 12:00,,1.00,41.2,40.295,0.144,0.062,0.70,0.616,40.5,48.4,10.10,720,,9
9/15/2018 12:00,,1.00,40.9,45.801,0.147,0.062,0.53,0.633,38.1,50.1,9.98,716,,9
9/16/2018 12:00,,0.83,39.6,37.396,0.144,0.064,0.52,0.615,41.1,50.3,9.61,729,,9
9/17/2018 04:00,,0.49,38.8,47.619,0.153,0.062,0.41,0.621,39.0,50.6,9.50,719,,9
9/17/2018 11:25,,0.17,38.4,32.010,0.137,0.059,0.42,0.574,39.6,51.5,9.21,718,,9
9/17/2018 12:00,,0.51,38.4,34.334,0.137,0.058,0.45,0.560,40.8,49.8,8.90,722,,9
9/18/2018 12:00,,1.00,37.2,34.329,0.144,0.062,0.33,0.583,41.0,50.3,9.07,724,,9
9/19/2018 12:00,,1.00,36.8,33.700,0.148,0.063,0.23,0.589,42.9,49.9,8.75,728,,9
9/20/2018 12:00,,1.00,36.0,34.822,0.158,0.076,0.24,0.573,43.6,49.3,8.54,737,,9
9/21/2018 12:00,,1.00,36.8,33.657,0.161,0.084,0.22,0.544,40.6,50.1,8.55,728,,9
9/22/2018 12:00,,1.00,42.4,38.383,0.171,0.084,0.18,0.593,41.1,49.4,8.34,732,,9
9/23/2018 12:00,,0.83,43.5,34.700,0.152,0.068,0.20,0.548,41.5,51.7,8.16,733,,9
9/24/2018 04:00,,0.49,45.0,29.392,0.142,0.067,0.15,0.562,46.0,51.8,8.45,752,,9
9/24/2018 11:27,,0.17,44.5,33.940,0.142,0.049,0.12,0.558,50.6,52.0,8.37,756,,9
9/24/2018 12:00,,0.51,44.5,24.643,0.148,0.044,0.10,0.494,49.5,54.3,7.96,759,,9
9/25/2018 12:00,,0.83,41.5,46.984,0.188,0.045,0.09,0.825,49.3,49.1,8.05,717,,9
9/26/2018 04:00,,0.50,48.0,51.756,0.194,0.049,0.14,0.471,41.2,51.0,8.17,715,,9
9/26/2018 12:00,,0.33,61.0,59.340,0.225,0.080,0.34,-9.000,37.0,51.5,8.66,683,,9
9/26/2018 20:00,,0.33,123.7,55.474,0.298,0.131,0.90,0.198,54.0,50.7,8.28,729,,9
9/27/2018 04:00,,0.33,181.4,39.927,0.183,0.047,0.30,-9.000,35.3,50.1,7.67,671,,9
9/27/2018 12:00,,0.67,175.9,43.841,0.263,0.076,1.64,0.779,28.3,39.3,7.41,547,,9
9/28/2018 12:00,,1.00,92.6,36.842,0.188,0.064,5.74,1.077,31.3,45.9,8.79,595,,9
9/29/2018 12:00,,1.00,62.0,23.404,0.144,0.048,0.07,0.909,32.5,48.7,9.07,649,,9
9/30/2018 12:00,,0.83,53.0,51.165,0.163,0.040,2.91,0.774,33.0,51.5,9.19,667,,9
10/1/2018 04:00,,0.48,49.6,37.942,0.145,0.042,2.14,0.704,33.0,51.9,9.08,680,,10
10/1/2018 11:10,,0.17,48.0,32.128,0.139,0.045,1.99,0.804,34.0,53.5,9.04,681,,10
10/1/2018 12:00,,0.52,48.0,35.422,0.135,0.040,1.93,0.833,33.5,48.2,9.32,677,,10
10/2/2018 12:00,,1.00,43.5,35.033,0.142,0.026,1.23,0.702,36.3,49.0,9.07,708,,10
10/3/2018 12:00,,1.00,42.7,30.987,0.134,0.040,0.80,0.562,34.9,48.6,8.39,710,,10
10/4/2018 12:00,,1.00,42.7,35.618,0.145,0.051,0.52,0.551,35.8,48.9,7.81,713,,10
10/5/2018 12:00,,1.00,42.4,50.533,0.154,0.056,0.44,0.607,37.2,49.6,7.39,694,,10
10/6/2018 12:00,,0.67,47.0,45.454,0.159,0.065,0.31,0.626,36.5,46.7,7.12,679,,10
10/6/2018 20:00,,0.33,53.5,47.727,0.161,0.062,0.31,0.597,36.9,47.7,6.75,692,,10
10/7/2018 04:00,,0.33,117.4,47.709,0.172,0.075,0.35,0.590,49.4,51.3,6.65,737,,10
10/7/2018 12:00,,0.33,241.0,42.510,0.176,0.068,0.77,0.619,33.9,47.9,6.79,679,,10
10/7/2018 20:00,,0.33,350.2,49.733,0.233,0.099,3.42,1.009,28.7,37.5,8.09,563,,10
10/8/2018 04:00,,0.31,456.0,52.730,0.269,0.168,5.95,1.136,30.2,37.9,8.90,604,,10
10/8/2018 10:50,,0.17,512.0,72.897,0.319,0.112,6.34,1.255,29.1,33.4,9.12,572,,10
10/8/2018 12:00,,0.19,521.8,66.239,0.335,0.170,6.06,1.466,26.7,33.0,9.18,562,,10
10/8/2018 20:00,,0.33,559.5,80.617,0.336,0.110,6.51,1.674,23.2,30.5,7.98,506,,10
10/9/2018 04:00,,0.33,565.5,59.288,0.277,0.098,6.93,1.475,25.0,32.5,8.16,535,,10
10/9/2018 12:00,,0.33,541.5,50.359,0.246,0.087,6.83,1.294,26.5,34.5,8.44,557,,10
10/9/2018 20:00,,0.33,485.4,34.735,0.207,0.080,6.22,1.186,26.7,36.9,8.97,573,,10
10/10/2018 04:00,,0.33,421.0,26.000,0.188,0.082,5.50,1.075,26.7,38.2,8.96,582,,10
10/10/2018 12:00,,0.67,357.4,35.242,0.190,0.075,4.93,1.171,27.3,40.0,9.12,594,,10
10/11/2018 12:00,,1.00,241.0,31.186,0.156,0.068,3.61,1.092,28.7,43.0,9.79,632,,10
10/12/2018 12:00,,1.00,178.1,24.611,0.140,0.063,2.86,0.977,29.5,45.6,10.26,661,,10
10/13/2018 12:00,,1.00,137.2,17.430,0.118,0.056,2.41,0.836,29.7,47.1,10.47,686,,10
10/14/2018 12:00,,0.83,134.0,12.554,0.107,0.056,2.26,0.776,32.1,49.2,10.63,707,,10
10/15/2018 04:00,,0.48,129.3,16.455,0.105,0.048,2.03,0.666,31.9,49.5,10.51,711,,10
10/15/2018 11:10,,0.17,126.5,15.779,0.097,0.055,2.06,0.630,33.2,50.7,10.90,709,,10
10/15/2018 12:00,,0.52,125.8,17.313,0.099,0.049,1.92,0.656,33.4,52.8,10.60,712,,10
10/16/2018 12:00,,1.00,115.8,9.211,0.084,0.045,1.72,0.625,34.6,52.3,10.57,722,,10
10/17/2018 12:00,,1.00,99.2,7.797,0.080,0.041,1.54,0.515,32.5,51.9,9.98,710,,10
10/18/2018 12:00,,1.00,90.2,5.567,0.073,0.040,1.39,0.500,31.7,51.8,9.45,710,,10
10/19/2018 12:00,,1.00,80.6,9.146,0.071,0.027,1.36,0.470,32.6,52.8,9.27,721,,10
10/20/2018 12:00,,1.00,76.0,27.853,0.087,0.036,1.31,0.568,33.1,54.0,9.24,724,,10
10/21/2018 12:00,,0.83,75.0,8.753,0.072,0.029,1.15,0.505,33.6,54.2,8.90,730,,10
10/22/2018 04:00,,0.48,83.0,8.103,0.069,0.030,1.12,0.508,33.6,54.5,8.72,737,,10
10/22/2018 11:13,,0.17,84.2,4.301,0.063,0.032,1.16,0.471,34.1,56.3,8.73,734,,10
10/22/2018 12:00,,0.52,84.2,3.163,0.059,0.028,1.13,0.515,32.3,51.4,8.92,726,,10
10/23/2018 12:00,,1.00,82.4,2.075,0.056,0.022,1.09,0.469,32.3,51.9,8.57,728,,10
10/24/2018 12:00,,1.00,81.2,3.226,0.053,0.021,0.90,0.433,31.9,50.1,7.99,729,,10
10/25/2018 12:00,,1.00,78.2,4.516,0.047,0.023,0.91,0.467,34.0,50.8,7.71,731,,10
10/26/2018 12:00,,1.00,76.0,5.643,0.043,0.018,0.72,0.398,32.2,50.3,6.82,709,,10
10/27/2018 12:00,,1.00,75.0,6.614,0.048,0.013,0.66,0.416,31.9,50.0,6.30,710,,10
10/28/2018 12:00,,0.83,76.0,5.768,0.064,0.029,0.60,0.402,35.8,48.6,6.48,723,,10
10/29/2018 04:00,,0.49,85.4,5.829,0.052,0.013,0.67,0.424,31.3,49.8,5.80,708,,10
10/29/2018 11:31,,0.17,92.0,4.118,0.048,0.006,0.65,0.421,32.8,51.3,6.10,722,,10
10/29/2018 12:00,,0.51,92.6,6.274,0.058,0.023,0.65,0.440,33.3,51.7,6.16,708,,10
10/30/2018 12:00,,1.00,112.9,8.333,0.078,0.018,0.96,0.557,33.0,50.9,6.02,702,,10
10/31/2018 12:00,,1.00,123.7,12.200,0.090,0.029,1.08,0.635,41.4,55.7,6.33,723,,10
11/1/2018 12:00,,0.67,237.0,15.810,0.110,0.038,1.77,0.653,36.3,56.0,6.32,680,,11
11/1/2018 20:00,,0.33,528.8,77.586,0.426,0.200,3.07,1.194,30.7,57.1,6.96,631,,11
11/2/2018 04:00,,0.33,792.5,72.797,0.491,0.220,5.73,1.534,31.0,48.5,6.81,563,,11
11/2/2018 12:00,,0.33,942.4,65.913,0.522,0.236,6.58,1.633,26.7,37.8,6.97,513,,11
11/2/2018 20:00,,0.33,977.4,64.853,0.526,0.232,7.05,1.668,24.3,32.4,6.85,477,,11
11/3/2018 04:00,,0.33,1000.0,67.829,0.534,0.231,6.83,1.914,22.9,28.1,6.84,453,,11
11/3/2018 12:00,,0.67,1028.0,65.637,0.514,0.215,7.40,2.046,41.4,29.1,7.21,448,,11
11/4/2018 12:00,,0.83,1301.0,63.027,0.461,0.202,7.62,1.680,26.8,30.1,7.49,461,,11
11/5/2018 04:00,,0.48,1470.0,42.848,0.368,0.185,7.48,1.413,25.6,32.6,7.93,496,,11
11/5/2018 10:54,,0.17,1482.0,30.188,0.343,0.163,6.65,1.347,22.2,30.8,8.23,511,,11
11/5/2018 12:00,,0.52,1486.0,37.037,0.338,0.154,7.00,1.477,22.0,32.7,7.85,519,,11
11/6/2018 12:00,,1.00,1330.0,22.130,0.268,0.141,6.65,1.334,24.8,37.2,8.45,572,,11
11/7/2018 12:00,,1.00,1033.0,19.354,0.236,0.123,5.63,1.143,27.3,41.4,8.70,610,,11
11/8/2018 12:00,,1.00,780.8,17.049,0.201,0.108,5.59,1.157,27.7,42.4,8.80,621,,11
11/9/2018 12:00,,1.00,555.0,11.125,0.154,0.083,4.83,0.962,29.2,44.6,8.99,659,,11
11/10/2018 12:00,,1.00,435.8,5.158,0.114,0.054,4.24,0.840,30.0,47.3,8.97,687,,11
11/11/2018 12:00,,0.83,374.4,6.106,0.097,0.049,4.01,0.708,30.5,49.4,9.01,704,,11
11/12/2018 04:00,,0.44,346.4,6.911,0.093,0.042,3.85,0.889,30.4,49.6,8.94,715,,11
11/12/2018 09:07,,0.17,338.6,5.925,0.084,0.038,4.10,0.758,32.5,52.3,9.35,715,,11
11/12/2018 12:00,,0.56,333.4,7.700,0.076,0.037,3.48,0.862,30.3,49.0,9.01,713,,11
11/13/2018 12:00,,1.00,296.7,6.900,0.076,0.042,3.55,0.834,31.5,51.3,9.16,725,,11
11/14/2018 12:00,,1.00,270.4,5.300,0.072,0.036,3.32,0.716,33.2,51.7,8.96,739,,11
11/15/2018 12:00,,1.00,249.0,7.100,0.066,0.035,3.13,0.704,32.4,52.4,8.94,738,,11
11/16/2018 12:00,,1.00,241.0,3.900,0.065,0.032,3.01,0.690,34.5,52.8,8.89,747,,11
11/17/2018 12:00,,1.00,239.0,6.400,0.070,0.036,3.01,1.123,36.6,53.5,8.57,759,,11
11/18/2018 12:00,,1.00,246.0,4.500,0.063,0.036,2.99,0.649,39.1,53.3,8.60,765,,11
11/19/2018 12:00,,1.00,320.6,9.600,0.089,0.049,3.52,0.709,37.6,54.2,8.48,755,,11
11/20/2018 12:00,,1.00,400.0,11.700,0.095,0.041,3.97,0.891,38.1,52.3,8.28,740,,11
11/21/2018 12:00,,1.00,380.0,11.100,0.095,0.031,4.41,0.883,35.2,50.1,7.86,730,,11
11/22/2018 12:00,,1.00,333.4,7.500,0.082,-9.000,4.49,0.807,37.0,51.5,7.78,746,,11
11/23/2018 12:00,,1.00,293.4,5.100,0.068,0.032,4.12,0.771,36.1,52.5,7.80,754,,11
11/24/2018 12:00,,1.00,295.6,11.200,0.100,0.039,3.57,0.762,36.6,49.6,7.19,736,,11
11/25/2018 12:00,,0.97,465.8,19.800,0.134,0.053,4.01,0.832,35.6,50.1,7.29,727,,11
11/26/2018 10:42,,0.50,784.0,132.100,0.500,0.154,4.31,1.852,28.4,44.2,7.40,587,,11
11/26/2018 12:00,,0.19,830.6,143.400,0.564,0.147,4.45,1.726,27.0,38.4,7.22,569,,11
11/26/2018 20:00,,0.33,984.6,134.400,0.664,0.165,5.43,2.194,24.4,30.0,7.04,507,,11
11/27/2018 04:00,,0.33,1026.0,120.100,0.626,0.201,5.52,2.246,26.8,29.9,7.15,519,,11
11/27/2018 12:00,,0.67,1031.0,150.600,0.685,0.164,5.11,2.420,23.7,25.9,6.86,481,,11
11/28/2018 12:00,,1.00,1078.0,82.300,0.468,0.116,4.87,1.871,22.1,25.7,6.96,487,,11
11/29/2018 12:00,,1.00,1142.0,43.300,0.311,0.088,5.44,1.575,24.3,31.1,7.26,551,,11
11/30/2018 12:00,,1.00,1034.0,28.500,0.236,0.074,5.48,1.309,28.1,36.7,7.96,615,,11
12/1/2018 12:00,,0.83,723.2,21.100,0.197,0.066,4.68,0.966,30.4,39.6,8.30,655,,12
12/2/2018 04:00,,0.50,802.6,64.200,0.417,0.134,4.71,1.731,27.9,36.5,7.68,600,,12
12/2/2018 12:00,,0.33,864.6,54.400,0.360,-9.000,4.66,1.509,26.0,35.2,-9.00,599,,12
12/2/2018 20:00,,0.33,890.1,96.600,0.464,0.094,4.38,1.600,25.2,31.1,7.02,551,,12
12/3/2018 04:00,,0.31,909.2,75.600,0.443,0.092,4.64,1.899,23.3,29.8,6.95,514,,12
12/3/2018 11:05,,0.17,930.2,73.200,0.421,0.109,5.08,1.772,23.3,30.0,7.05,509,,12
12/3/2018 12:00,,0.19,933.6,76.600,0.416,0.118,4.98,1.915,23.5,31.3,7.02,510,,12
12/3/2018 20:00,,0.33,951.4,79.100,0.384,0.113,5.08,1.615,23.3,31.1,7.16,513,,12
12/4/2018 04:00,,0.33,972.0,63.000,0.340,0.105,5.17,1.651,24.4,32.1,7.10,531,,12
12/4/2018 12:00,,0.33,986.4,51.700,0.298,0.093,5.27,0.483,24.9,33.8,7.17,550,,12
12/4/2018 20:00,,0.33,944.0,47.700,0.221,0.066,5.39,0.977,25.9,35.7,7.43,572,,12
12/5/2018 04:00,,0.33,956.7,31.700,0.198,0.073,5.30,1.005,26.3,36.7,7.52,592,,12
12/5/2018 12:00,,0.67,782.4,28.600,0.194,0.068,5.35,1.075,27.8,39.0,7.84,608,,12
12/6/2018 12:00,,1.00,550.5,19.200,0.159,0.071,4.93,1.070,29.6,41.0,8.18,646,,12
12/7/2018 12:00,,1.00,411.2,11.700,0.122,0.050,4.54,0.956,31.3,44.8,8.27,681,,12
12/8/2018 12:00,,1.00,337.3,12.200,0.107,0.044,4.23,0.859,31.7,47.4,8.10,704,,12
